"JOB_ID";"Agency";"Posting_Type";"Number_Of_Positions";"Civil_Service_Title";"Job_Category";"Full_Time_Part_Time_Indicator";"Career_Level";"Work_Location";"Posting_Date";"Salary_Brackets"
687159;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ASSOCIATE BENEFITS OPPORTUNITY";"Social Services";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"11/4/2024";"$ 75 000 - $ 85 000"
701565;"CONSUMER AND WORKER PROTECTION";"External";1;"COMMUNITY COORDINATOR";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"2/7/2025";"$ 65 000 - $ 75 000"
700121;"NYC HOUSING AUTHORITY";"External";1;"ARCHITECT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"Architecture Svcs, OS & Anal";"2/19/2025";"$ 85 000 -$ 100 000"
698976;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ASSOCIATE BENEFITS OPPORTUNITY";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"240-250-252 Livingston Street";"1/31/2025";"$ 75 000 - $ 85 000"
705161;"DEPT OF ENVIRONMENT PROTECTION";"External";2;"IT PROJECT SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"356 Flushing Ave, Brooklyn";"3/13/2025";"$ 85 000 -$ 100 000"
713408;"HOUSING PRESERVATION & DVLPMNT";"External";1;"COMMUNITY ASSOCIATE";"Constituent Services and Community Programs";"Full-Time";"Entry-Level";"100 Gold Street";"5/2/2025";"$ 45 000 - $ 55 000"
708076;"NYC DEPT OF VETERANS' SERVICES";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"1 Centre St., N.Y.";"5/1/2025";"$ 65 000 - $ 75 000"
706652;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"890 Garrison Avenue";"3/19/2025";"$ 65 000 - $ 75 000"
579982;"DEPT OF ENVIRONMENT PROTECTION";"Internal";8;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"356 Flushing Ave, Brooklyn";"3/24/2023";"$ 55 000 - $ 65 000"
698976;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ASSOCIATE BENEFITS OPPORTUNITY";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"240-250-252 Livingston Street";"1/31/2025";"$ 75 000 - $ 85 000"
635995;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"96-05 Horace Harding Expway";"5/22/2024";"More than $ 140 000"
599261;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"PROJECT MANAGER INTERN#";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"8/23/2023";"$ 55 000 - $ 65 000"
713955;"BRONX DISTRICT ATTORNEY";"External";1;"ASSISTANT DISTRICT ATTORNEY (S";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"5/7/2025";"More than $ 140 000"
605618;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Social Services";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"9/16/2023";"$ 55 000 - $ 65 000"
713039;"DISTRICT ATTORNEY-MANHATTAN";"Internal";1;"COMMUNITY COORDINATOR";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"1 Hogan Pl./100 Centre St., N.";"4/29/2025";"$ 85 000 -$ 100 000"
560933;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CITY RESEARCH SCIENTIST";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"11/16/2022";"$ 85 000 -$ 100 000"
714826;"HOUSING PRESERVATION & DVLPMNT";"External";1;"ASSOCIATE HOUSING DEVELOPMENT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/15/2025";"$ 85 000 -$ 100 000"
703842;"CONSUMER AND WORKER PROTECTION";"External";1;"COMPUTER SYSTEMS MANAGER";"Technology, Data & Innovation";"Full-Time";"Manager";"42 Broadway, N.Y.";"2/24/2025";"$ 120 000 - $ 140 000"
689729;"MAYORS OFFICE OF CONTRACT SVCS";"Internal";1;"RESEARCH PROJECTS COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Entry-Level";"255 Greenwich Street";"11/22/2024";"$ 55 000 - $ 65 000"
631612;"DEPT OF ENVIRONMENT PROTECTION";"Internal";2;"ELECTRICAL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"4/29/2024";"$ 65 000 - $ 75 000"
699758;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"1/30/2025";"$ 85 000 -$ 100 000"
703365;"DEPT OF ENVIRONMENT PROTECTION";"External";2;"SUMMER COLLEGE INTERN";"Public Safety, Inspections, & Enforcement";"Full-Time";"Student";"96-05 Horace Harding Expway";"2/19/2025";"$ 35 000 - $ 45 000"
692676;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"COMMUNITY COORDINATOR";"Social Services";"Full-Time";"Experienced (non-manager)";"109 E 16Th St., N.Y.";"12/31/2024";"$ 65 000 - $ 75 000"
714731;"DEPT OF ENVIRONMENT PROTECTION";"External";3;"ENVIRONMENTAL ENGINEERING INTE";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"5/19/2025";"$ 65 000 - $ 75 000"
707703;"DEPARTMENT FOR THE AGING";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"4/24/2025";"$ 65 000 - $ 75 000"
690976;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ENVIRONMENTAL ENGINEERING INTE";"Green Jobs";"Full-Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"12/23/2024";"$ 65 000 - $ 75 000"
688675;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"ADMINISTRATIVE CONSTRUCTION PR";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"30-30 Thomson Ave L I City Qns";"11/20/2024";"More than $ 140 000"
683343;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"10/7/2024";"$ 65 000 - $ 75 000"
565643;"DEPARTMENT OF TRANSPORTATION";"Internal";3;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"12/26/2022";"$ 85 000 -$ 100 000"
713023;"OFF OF PAYROLL ADMINISTRATION";"Internal";1;"ADMINISTRATIVE ACCOUNTANT (NON";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"5 Manhattan West";"4/29/2025";"$ 75 000 - $ 85 000"
621438;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"SUPERVISOR II SOCIAL WORK";"Social Services";"Full-Time";"Experienced (non-manager)";"151 East 151st Street";"12/28/2023";"$ 75 000 - $ 85 000"
594652;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"7/27/2023";"$ 75 000 - $ 85 000"
709454;"HOUSING PRESERVATION & DVLPMNT";"Internal";1;"IT PROJECT SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"4/1/2025";"$ 100 000 - $ 120 000"
635369;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"ADMIN ARCHITECT (NON MGRL) M-1";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"5/7/2024";"$ 100 000 - $ 120 000"
704576;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"465 Columbus Ave. Valhalla, Ny";"3/13/2025";"$ 120 000 - $ 140 000"
713660;"DEPARTMENT OF CORRECTION";"Internal";2;"COMMUNITY COORDINATOR";"Policy, Research, and Analysis";"Full-Time";"Entry-Level";"Hazen St-A.M.K.C., E. Elm, Ny";"5/5/2025";"$ 65 000 - $ 75 000"
714264;"OFFICE OF THE MAYOR";"External";1;"RESEARCH PROJECTS COOR(MA)-MGR";"Constituent Services and Community Programs";"Full-Time";"Manager";"253 Broadway New York Ny";"5/13/2025";"$ 100 000 - $ 120 000"
715499;"DEPARTMENT OF PROBATION";"Internal";1;"ASSISTANT DIRECTOR (DEPARTMENT";"Administration & Human Resources";"Full-Time";"Manager";"33 Beaver St, New York Ny";"5/22/2025";"More than $ 140 000"
709308;"FINANCIAL INFO SVCS AGENCY";"Internal";1;"IT SECURITY SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"5 Manhattan West";"3/31/2025";"$ 120 000 - $ 140 000"
700273;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"COMPUTER ASSOC (SOFTWARE)";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"7870 State Rd 42 Grahamsville,";"2/14/2025";"$ 100 000 - $ 120 000"
590406;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"PROCUREMENT ANALYST";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"7/14/2023";"$ 75 000 - $ 85 000"
484513;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"CLERICAL ASSOCIATE";"Social Services";"Full-Time";"Experienced (non-manager)";"470 Vanderbilt Ave";"9/22/2021";"$ 35 000 - $ 45 000"
640047;"DEPT OF YOUTH & COMM DEV SRVS";"External";1;"COMPUTER ASSOC (SOFTWARE)";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"12/17/2024";"$ 100 000 - $ 120 000"
636027;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"CIVIL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"5/22/2024";"$ 55 000 - $ 65 000"
624201;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"1/26/2024";"$ 120 000 - $ 140 000"
712298;"DEPARTMENT FOR THE AGING";"External";1;"COLLEGE AIDE (ALL CITY DEPTS)";"Constituent Services and Community Programs";"Part Time";"Student";"2 Lafayette St., N.Y.";"5/9/2025";"Less than $ 30 000"
649994;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"STAFF ANALYST";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"9/3/2024";"$ 75 000 - $ 85 000"
572053;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"2/6/2023";"$ 85 000 -$ 100 000"
622594;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Social Services";"Full-Time";"Experienced (non-manager)";"12 W 14Th St., N.Y.";"1/9/2024";"$ 85 000 -$ 100 000"
702190;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"3/3/2025";"$ 65 000 - $ 75 000"
715059;"HOUSING PRESERVATION & DVLPMNT";"Internal";1;"SUPERVISOR OF MECHANICAL INSTA";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/19/2025";"$ 100 000 - $ 120 000"
604591;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"MOTOR VEHICLE SUPERVISOR";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"10/6/2023";"$ 55 000 - $ 65 000"
706251;"NYC HOUSING AUTHORITY";"Internal";1;"HOUSING ASSISTANT (HA)";"Administration & Human Resources";"Full-Time";"Entry-Level";"Brooklyn Floating Staff";"5/14/2025";"$ 65 000 - $ 75 000"
700475;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"2/3/2025";"$ 85 000 -$ 100 000"
703169;"DEPT OF HEALTH/MENTAL HYGIENE";"External";2;"BOOKKEEPER";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"2/20/2025";"$ 65 000 - $ 75 000"
709711;"DEPARTMENT OF PROBATION";"External";1;"ADM PROC ANAL-NM FRM M1-3";"Finace, Accounting, and Procurement";"Full-Time";"Manager";"33 Beaver St, New York Ny";"4/2/2025";"More than $ 140 000"
701348;"DEPT OF YOUTH & COMM DEV SRVS";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"4/8/2025";"$ 85 000 -$ 100 000"
481622;"ADMIN FOR CHILDREN'S SVCS";"Internal";1;"DIRECTOR OF FIELD OPERATIONS (";"Social Services";"Full-Time";"Experienced (non-manager)";"2501 Grand Concourse";"6/30/2022";"$ 100 000 - $ 120 000"
704593;"TAXI & LIMOUSINE COMMISSION";"External";15;"TAXI AND LIMOUSINE INSPECTOR";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"24-55 Bklyn Qns Expy Woodside";"2/26/2025";"$ 45 000 - $ 55 000"
636846;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"ADMINISTRATIVE STAFF ANALYST";"Finace, Accounting, and Procurement";"Full-Time";"Manager";"30-30 Thomson Ave L I City Qns";"6/11/2024";"$ 120 000 - $ 140 000"
712956;"DEPARTMENT OF TRANSPORTATION";"External";1;"ADMINISTRATIVE SUPERINTENDENT";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"120-55 Queens Blvd, Queens Ny";"4/29/2025";"More than $ 140 000"
709425;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"96-05 Horace Harding Expway";"4/25/2025";"More than $ 140 000"
699953;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"1/27/2025";"$ 85 000 -$ 100 000"
551216;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ADM MANAGER-NON-MGRL FRM M1/M2";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"9/16/2022";"$ 120 000 - $ 140 000"
695943;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"PUBLIC HEALTH ASSISTANT (SCHOO";"Health";"Part Time";"Entry-Level";"120-34 Queens Blvd, Kew Garden";"1/3/2025";"Less than $ 30 000"
700435;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"ASSOCIATE PROJECT MANAGER";"Green Jobs";"Full-Time";"Experienced (non-manager)";"88-26 Pitkin Avenue";"2/1/2025";"$ 100 000 - $ 120 000"
714327;"OFFICE OF THE COMPTROLLER";"Internal";1;"EXECUTIVE AGENCY COUNSEL";"Legal Affairs";"Full-Time";"Manager";"1 Centre St., N.Y.";"5/12/2025";"$ 120 000 - $ 140 000"
711464;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"TELECOMMUNICATIONS ASSOCIATE (";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/17/2025";"$ 85 000 -$ 100 000"
696172;"DEPT OF DESIGN & CONSTRUCTION";"Internal";10;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Part Time";"Student";"30-30 Thomson Ave L I City Qns";"1/16/2025";"Less than $ 30 000"
698136;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"SUMMER GRADUATE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"96-05 Horace Harding Expway";"2/20/2025";"$ 35 000 - $ 45 000"
708886;"BRONX DISTRICT ATTORNEY";"Internal";1;"COMMUNITY ASSOCIATE";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"215 E 161St St., Bronx";"3/25/2025";"$ 55 000 - $ 65 000"
683270;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CONSTRUCTION PROJECT MANAGER";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"10/9/2024";"$ 75 000 - $ 85 000"
708985;"CULTURAL AFFAIRS";"External";1;"SUMMER GRADUATE INTERN";"Constituent Services and Community Programs";"Part Time";"Experienced (non-manager)";"31 Chambers St., N.Y.";"4/23/2025";"Less than $ 30 000"
706646;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CONFIDENTIAL STRATEGY PLANNER";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"5/9/2025";"$ 100 000 - $ 120 000"
646291;"DEPT OF ENVIRONMENT PROTECTION";"External";4;"AIR POLLUTION INSPECTOR";"Green Jobs";"Full-Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"9/10/2024";"$ 45 000 - $ 55 000"
696812;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"1/13/2025";"$ 65 000 - $ 75 000"
703866;"FINANCIAL INFO SVCS AGENCY";"Internal";1;"IT SECURITY SPECIALIST";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"5 Manhattan West";"2/24/2025";"$ 120 000 - $ 140 000"
685530;"DEPARTMENT OF TRANSPORTATION";"External";1;"HIGH PRESSURE PLANT TENDER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"1 Bay St., S.I.,Ny";"4/17/2025";"Less than $ 30 000"
540477;"BRONX DISTRICT ATTORNEY";"Internal";5;"ASSISTANT DISTRICT ATTORNEY (S";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"7/14/2022";"More than $ 140 000"
638916;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"PROJECT MANAGER INTERN#";"Green Jobs";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"8/14/2024";"$ 55 000 - $ 65 000"
703961;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"3/5/2025";"$ 55 000 - $ 65 000"
694732;"TECHNOLOGY & INNOVATION";"External";1;"DEPUTY COMMISSIONER OF IT";"Technology, Data & Innovation";"Full-Time";"Executive";"2 Metro Tech";"12/23/2024";"More than $ 140 000"
642341;"HOUSING PRESERVATION & DVLPMNT";"Internal";24;"INSPECTOR (HOUSING)";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"94 Old Broadway, Ny";"7/15/2024";"$ 65 000 - $ 75 000"
638984;"DEPARTMENT OF TRANSPORTATION";"External";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"6/26/2024";"$ 65 000 - $ 75 000"
700500;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"34-33 Junction Blvd Queens";"1/31/2025";"$ 75 000 - $ 85 000"
680179;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADMINISTRATIVE ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Manager";"96-05 Horace Harding Expway";"9/23/2024";"More than $ 140 000"
691409;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"12/4/2024";"$ 85 000 -$ 100 000"
696001;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ADMINISTRATIVE STAFF ANALYST (";"Administration & Human Resources";"Full-Time";"Manager";"4 World Trade Center";"1/28/2025";"More than $ 140 000"
706348;"OFFICE OF MANAGEMENT & BUDGET";"Internal";1;"BUDGET ANALYST (OMB)";"Finace, Accounting, and Procurement";"Full-Time";"Entry-Level";"255 Greenwich Street";"3/11/2025";"$ 85 000 -$ 100 000"
713791;"OFFICE OF MANAGEMENT & BUDGET";"Internal";1;"BUDGET ANALYST (OMB)";"Finace, Accounting, and Procurement";"Full-Time";"Entry-Level";"255 Greenwich Street";"5/6/2025";"$ 65 000 - $ 75 000"
710961;"OFFICE OF CRIMINAL JUSTICE";"Internal";1;"COMMUNITY COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"1 Centre St., N.Y.";"4/11/2025";"$ 65 000 - $ 75 000"
705201;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"3/3/2025";"$ 85 000 -$ 100 000"
698450;"DEPARTMENT OF CORRECTION";"Internal";1;"DIRECTOR OF CORRECTIONAL STAND";"Communications & Intergovernmental Affairs";"Full-Time";"Executive";"Hazen St-A.M.K.C., E. Elm, Ny";"1/15/2025";"More than $ 140 000"
636322;"DEPARTMENT OF TRANSPORTATION";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"5/18/2024";"$ 85 000 -$ 100 000"
681792;"BRONX DISTRICT ATTORNEY";"Internal";1;"COMMUNITY COORDINATOR";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"851 Grand Concourse, Bronx";"9/25/2024";"$ 75 000 - $ 85 000"
557246;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Communications & Intergovernmental Affairs";"Full-Time";"Experienced (non-manager)";"250 Livingston Street";"11/25/2022";"$ 75 000 - $ 85 000"
707023;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"CHEMICAL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"3/28/2025";"$ 65 000 - $ 75 000"
708985;"CULTURAL AFFAIRS";"Internal";1;"SUMMER GRADUATE INTERN";"Constituent Services and Community Programs";"Part Time";"Experienced (non-manager)";"31 Chambers St., N.Y.";"4/23/2025";"Less than $ 30 000"
693930;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"1/7/2025";"$ 85 000 -$ 100 000"
544209;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ELECTRICAL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"8/5/2022";"$ 100 000 - $ 120 000"
701498;"DEPARTMENT OF CITY PLANNING";"External";1;"CITY PLANNER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"120 Broadway, New York, NY";"2/6/2025";"$ 85 000 -$ 100 000"
710830;"POLICE DEPARTMENT";"Internal";2;"ASSOCIATE INVESTIGATOR (NOT PR";"Legal Affairs";"Part Time";"Experienced (non-manager)";"375 Pearl Street";"4/10/2025";"Less than $ 30 000"
