"JOB_ID";"Agency";"Posting_Type";"Number_Of_Positions";"Civil_Service_Title";"Job_Category";"Full_Time_Part_Time_Indicator";"Career_Level";"Work_Location";"Posting_Date";"Salary_Brackets"
712993;"HOUSING PRESERVATION & DVLPMNT";"External";2;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"4/29/2025";"$ 85 000 -$ 100 000"
645044;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"8/12/2024";"$ 65 000 - $ 75 000"
700040;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ADMINISTRATIVE JOB OPPORTUNITY";"Social Services";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"1/27/2025";"$ 85 000 -$ 100 000"
711745;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"COMMUNITY COORDINATOR";"Health";"Full-Time";"Experienced (non-manager)";"2238 Fifth Ave New York";"4/22/2025";"$ 85 000 -$ 100 000"
707158;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"MECHANICAL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"3/28/2025";"$ 65 000 - $ 75 000"
584125;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"5/4/2023";"$ 85 000 -$ 100 000"
656688;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"CONSTRUCTION PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"9/12/2024";"$ 65 000 - $ 75 000"
687128;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"EXECUTIVE PROGRAM SPECIALIST (";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"12/11/2024";"More than $ 140 000"
702177;"FIRE DEPARTMENT";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"9 Metrotech Center, Brooklyn N";"2/11/2025";"$ 100 000 - $ 120 000"
714972;"HOUSING PRESERVATION & DVLPMNT";"External";1;"CONSTRUCTION PROJECT MANAGER";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"345 Adams St., Brooklyn";"5/19/2025";"$ 65 000 - $ 75 000"
642738;"BRONX DISTRICT ATTORNEY";"External";10;"SPECIAL OFFICER";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"7/17/2024";"$ 45 000 - $ 55 000"
708843;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"ARCHITECT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"4/15/2025";"$ 85 000 -$ 100 000"
703569;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";12;"CUSTOMER INFORMATION REP";"Health";"Full-Time";"Entry-Level";"421 East 26th Street NY NY";"2/21/2025";"$ 45 000 - $ 55 000"
711335;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"4/16/2025";"$ 65 000 - $ 75 000"
543628;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ADMINISTRATIVE PUBLIC HEALTH S";"Administration & Human Resources";"Full-Time";"Manager";"59-17 Junction Blvd Corona Ny";"8/4/2022";"More than $ 140 000"
642391;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"30-30 47TH AVE";"7/16/2024";"$ 75 000 - $ 85 000"
683316;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"COMPUTER SPECIALIST (SOFTWARE)";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"375 Pearl Street";"10/7/2024";"$ 100 000 - $ 120 000"
712677;"DEPT OF ENVIRONMENT PROTECTION";"Internal";2;"MACHINIST'S HELPER";"Building Operations & Maintanence";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"5/13/2025";"Less than $ 30 000"
705398;"DISTRICT ATTORNEY-MANHATTAN";"External";2;"COMMUNITY ASSOCIATE";"Legal Affairs";"Full-Time";"Entry-Level";"80 Centre St., N.Y.";"3/4/2025";"$ 45 000 - $ 55 000"
646775;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Social Services";"Full-Time";"Experienced (non-manager)";"305 Rider Avenue, Bronx";"8/15/2024";"$ 75 000 - $ 85 000"
696809;"DEPT OF ENVIRONMENT PROTECTION";"External";3;"ENVIRONMENTAL ENGINEERING INTE";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"2/4/2025";"$ 65 000 - $ 75 000"
688206;"OFF OF PAYROLL ADMINISTRATION";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"5 Manhattan West";"11/13/2024";"$ 75 000 - $ 85 000"
528462;"DEPARTMENT OF CORRECTION";"Internal";8;"RECREATION DIRECTOR";"Constituent Services and Community Programs";"Full-Time";"Entry-Level";"75-20 Astoria Blvd";"4/14/2022";"$ 45 000 - $ 55 000"
714585;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"5/14/2025";"$ 65 000 - $ 75 000"
710046;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH SANITARIAN";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"4/7/2025";"$ 45 000 - $ 55 000"
700009;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"1/27/2025";"$ 120 000 - $ 140 000"
598059;"DEPT OF ENVIRONMENT PROTECTION";"Internal";7;"ASSISTANT CHEMICAL ENGINEER (C";"Technology, Data & Innovation";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"8/13/2023";"$ 85 000 -$ 100 000"
712222;"NYC EMPLOYEES RETIREMENT SYS";"External";1;"ADMINISTRATIVE RETIREMENT BENE";"Finace, Accounting, and Procurement";"Full-Time";"Manager";"335 Adams Street, Brooklyn Ny";"4/23/2025";"$ 120 000 - $ 140 000"
702797;"OFFICE OF MANAGEMENT & BUDGET";"Internal";1;"BUDGET ANALYST (OMB)";"Finace, Accounting, and Procurement";"Full-Time";"Entry-Level";"255 Greenwich Street";"2/14/2025";"$ 75 000 - $ 85 000"
585795;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"IT SERVICE MANAGEMENT SPECIALI";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"5/26/2023";"$ 120 000 - $ 140 000"
703807;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"PROJECT MANAGER INTERN#";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"199 River Road North";"3/18/2025";"$ 65 000 - $ 75 000"
703269;"DEPT OF ENVIRONMENT PROTECTION";"Internal";2;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"96-05 Horace Harding Expway";"2/19/2025";"$ 35 000 - $ 45 000"
532415;"DEPARTMENT OF CORRECTION";"Internal";10;"DIRECTOR OF CORRECTIONAL STAND";"Policy, Research, and Analysis";"Full-Time";"Executive";"Hazen St-A.M.K.C., E. Elm, Ny";"5/16/2022";"More than $ 140 000"
693118;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"12/12/2024";"$ 85 000 -$ 100 000"
623022;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CIVIL ENGINEER";"Green Jobs";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"2/19/2024";"$ 120 000 - $ 140 000"
559799;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"11/4/2022";"$ 65 000 - $ 75 000"
710406;"LAW DEPARTMENT";"External";1;"ASSISTANT CORPORATION COUNSEL";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"22 Reade St, Ny";"4/18/2025";"$ 120 000 - $ 140 000"
700628;"ADMIN FOR CHILDREN'S SVCS";"Internal";1;"AGENCY ATTORNEY";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"150 William Street, New York N";"5/13/2025";"$ 120 000 - $ 140 000"
637570;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ENGINEERING TECHNICIAN";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"420 East 38Th St.";"6/18/2024";"$ 65 000 - $ 75 000"
714019;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"PROJECT MANAGER INTERN#";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"465 Columbus Ave. Valhalla, Ny";"5/19/2025";"$ 65 000 - $ 75 000"
703502;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CITY RESEARCH SCIENTIST";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"2/20/2025";"$ 100 000 - $ 120 000"
645006;"DEPT OF YOUTH & COMM DEV SRVS";"External";1;"ADMINISTRATIVE CONTRACT SPECIA";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"123 William Street, NY, NY";"4/7/2025";"More than $ 140 000"
713639;"HOUSING PRESERVATION & DVLPMNT";"Internal";1;"COMMUNITY COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"100 Gold Street";"5/5/2025";"$ 75 000 - $ 85 000"
700042;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY RESEARCH SCIENTIST";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"1/29/2025";"$ 85 000 -$ 100 000"
513665;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"470 Vanderbilt Ave";"1/10/2022";"$ 35 000 - $ 45 000"
645265;"DEPT OF DESIGN & CONSTRUCTION";"Internal";2;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"8/14/2024";"$ 65 000 - $ 75 000"
694679;"DEPT OF HEALTH/MENTAL HYGIENE";"External";2;"CLERICAL ASSOCIATE";"Health";"Full-Time";"Entry-Level";"125 Worth Street, Nyc";"12/20/2024";"$ 45 000 - $ 55 000"
684680;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"ADMINISTRATIVE GRAPHIC ARTIST";"Communications & Intergovernmental Affairs";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"10/17/2024";"$ 100 000 - $ 120 000"
701341;"DEPT OF CITYWIDE ADMIN SVCS";"External";1;"CITY PLANNER";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"250 Broadway, N.Y.";"5/5/2025";"$ 75 000 - $ 85 000"
696643;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"TRANSPORTATION SPECIALIST";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"1/11/2025";"$ 85 000 -$ 100 000"
714215;"BRONX DISTRICT ATTORNEY";"External";15;"SENIOR RACKETS INVESTIGATOR";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"5/12/2025";"$ 75 000 - $ 85 000"
715499;"DEPARTMENT OF PROBATION";"External";1;"ASSISTANT DIRECTOR (DEPARTMENT";"Administration & Human Resources";"Full-Time";"Manager";"33 Beaver St, New York Ny";"5/22/2025";"More than $ 140 000"
648222;"DEPT OF HEALTH/MENTAL HYGIENE";"External";5;"PUBLIC HEALTH SANITARIAN";"Health";"Full-Time";"Experienced (non-manager)";"125 Worth Street, Nyc";"8/22/2024";"$ 45 000 - $ 55 000"
700608;"BRONX DISTRICT ATTORNEY";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"198 E161St Street Bronx N.Y.";"1/31/2025";"$ 65 000 - $ 75 000"
646812;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"ASSOCIATE BENEFITS OPPORTUNITY";"Social Services";"Full-Time";"Experienced (non-manager)";"109 E 16Th St., N.Y.";"8/15/2024";"$ 75 000 - $ 85 000"
689478;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ASSISTANT CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"12/3/2024";"$ 65 000 - $ 75 000"
577418;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"4/23/2023";"$ 85 000 -$ 100 000"
686276;"DEPT OF YOUTH & COMM DEV SRVS";"External";1;"ADMINISTRATIVE CONTRACT SPECIA";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"4/7/2025";"More than $ 140 000"
709397;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"ADMINISTRATIVE CONTRACT SPECIA";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"30-30 47TH AVE";"3/31/2025";"$ 85 000 -$ 100 000"
602078;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY MEDICAL SPECIALIST (PART-";"Constituent Services and Community Programs";"Part Time";"Experienced (non-manager)";"259 Bristol St., Brooklyn";"9/7/2023";"Less than $ 30 000"
700317;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"ADMINISTRATIVE PUBLIC HEALTH N";"Health";"Full-Time";"Manager";"NYC - All Boroughs";"1/29/2025";"$ 120 000 - $ 140 000"
689220;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"SPECIAL CONSULTANT (MENTAL HEA";"Health";"Full-Time";"Experienced (non-manager)";"30-30 47TH AVE";"5/21/2025";"$ 75 000 - $ 85 000"
629605;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"COMMUNITY COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"3/14/2024";"$ 65 000 - $ 75 000"
699421;"DEPT OF ENVIRONMENT PROTECTION";"Internal";2;"SUMMER GRADUATE INTERN";"Administration & Human Resources";"Full-Time";"Student";"59-17 Junction Blvd Corona Ny";"2/20/2025";"$ 35 000 - $ 45 000"
685030;"DEPT OF DESIGN & CONSTRUCTION";"External";2;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"10/22/2024";"$ 85 000 -$ 100 000"
646522;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"ASSOCIATE STAFF ANALYST";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"8/15/2024";"$ 100 000 - $ 120 000"
700475;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CITY RESEARCH SCIENTIST";"Policy, Research, and Analysis";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"2/3/2025";"$ 85 000 -$ 100 000"
622389;"LAW DEPARTMENT";"Internal";1;"ASSISTANT CORPORATION COUNSEL";"Legal Affairs";"Part Time";"Experienced (non-manager)";"100 Church St., N.Y.";"1/12/2024";"Less than $ 30 000"
645263;"DEPT OF DESIGN & CONSTRUCTION";"External";1;"LANDSCAPE ARCHITECT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"8/12/2024";"$ 85 000 -$ 100 000"
701349;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"2/14/2025";"$ 120 000 - $ 140 000"
647020;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"SURVEYOR";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"10/9/2024";"$ 85 000 -$ 100 000"
703404;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"SR HEALTHCARE PROG PLAN ANLYST";"Health";"Full-Time";"Experienced (non-manager)";"16 Court St";"2/21/2025";"$ 55 000 - $ 65 000"
709531;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"PUBLIC HEALTH EMERGENCY PREPAR";"Health";"Full-Time";"Experienced (non-manager)";"42-09 28th Street";"4/3/2025";"$ 75 000 - $ 85 000"
707702;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"4 World Trade Center";"3/17/2025";"$ 65 000 - $ 75 000"
713207;"CONSUMER AND WORKER PROTECTION";"External";1;"INSPECTOR (CONSUMER AND WORKER";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"5/14/2025";"$ 55 000 - $ 65 000"
709302;"FINANCIAL INFO SVCS AGENCY";"Internal";1;"TELECOMMUNICATION MANAGER";"Finace, Accounting, and Procurement";"Full-Time";"Manager";"5 Manhattan West";"3/28/2025";"More than $ 140 000"
701355;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"465 Columbus Ave. Valhalla, Ny";"3/28/2025";"$ 100 000 - $ 120 000"
692121;"ADMIN FOR CHILDREN'S SVCS";"External";1;"ASSOCIATE STAFF ANALYST";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"150 William Street, New York N";"5/16/2025";"$ 100 000 - $ 120 000"
699823;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"2/7/2025";"$ 120 000 - $ 140 000"
703293;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"SUMMER COLLEGE INTERN";"Green Jobs";"Full-Time";"Student";"59-17 Junction Blvd Corona Ny";"2/25/2025";"$ 35 000 - $ 45 000"
592102;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ASSISTANT MECHANICAL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"10/6/2023";"$ 85 000 -$ 100 000"
683678;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ENVIRONMENTAL ENGINEERING INTE";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"11/6/2024";"$ 65 000 - $ 75 000"
647931;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"CLERICAL ASSOCIATE";"Health";"Full-Time";"Experienced (non-manager)";"125 Worth Street, Nyc";"8/21/2024";"$ 45 000 - $ 55 000"
689052;"DEPT OF YOUTH & COMM DEV SRVS";"Internal";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"2 Lafayette St., N.Y.";"5/8/2025";"$ 85 000 -$ 100 000"
703338;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"96-05 Horace Harding Expway";"2/19/2025";"$ 35 000 - $ 45 000"
591481;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"MACHINIST'S HELPER";"Building Operations & Maintanence";"Full-Time";"Entry-Level";"420 East 38Th St.";"8/24/2023";"$ 85 000 -$ 100 000"
700188;"DEPT OF DESIGN & CONSTRUCTION";"Internal";3;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"1/30/2025";"$ 85 000 -$ 100 000"
684585;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ASSISTANT ENVIRONMENTAL ENGINE";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"96-05 Horace Harding Expway";"10/28/2024";"$ 85 000 -$ 100 000"
556855;"DEPT OF ENVIRONMENT PROTECTION";"Internal";3;"COLLEGE AIDE (ALL CITY DEPTS)";"Engineering, Architecture, and Planning";"Part Time";"Student";"96-05 Horace Harding Expway";"10/25/2022";"Less than $ 30 000"
708778;"BRONX DISTRICT ATTORNEY";"Internal";3;"COMMUNITY ASSOCIATE";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"215 E 161St St., Bronx";"3/24/2025";"$ 55 000 - $ 65 000"
688917;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"12/23/2024";"$ 120 000 - $ 140 000"
619436;"HRA/DEPT OF SOCIAL SERVICES";"Internal";1;"PRINCIPAL ADMINISTRATIVE ASSOC";"Social Services";"Part Time";"Experienced (non-manager)";"470 Vanderbilt Ave";"12/8/2023";"$ 55 000 - $ 65 000"
708987;"CONSUMER AND WORKER PROTECTION";"External";1;"COMPUTER ASSOC (OPERATIONS)";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"42 Broadway, N.Y.";"3/26/2025";"$ 85 000 -$ 100 000"
707397;"DEPT OF HEALTH/MENTAL HYGIENE";"External";11;"PUBLIC HEALTH SANITARIAN";"Public Safety, Inspections, & Enforcement";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"3/14/2025";"$ 45 000 - $ 55 000"
714241;"OFFICE OF THE MAYOR";"External";1;"COMMUNITY COORDINATOR";"Communications & Intergovernmental Affairs";"Full-Time";"Manager";"253 Broadway New York Ny";"5/19/2025";"$ 65 000 - $ 75 000"
704742;"ADMIN TRIALS AND HEARINGS";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Entry-Level";"100 Church St., N.Y.";"2/27/2025";"$ 65 000 - $ 75 000"
699230;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"1/28/2025";"$ 65 000 - $ 75 000"
564043;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CLERICAL ASSOCIATE";"Administration & Human Resources";"Full-Time";"Entry-Level";"59-17 Junction Blvd Corona Ny";"12/20/2022";"$ 45 000 - $ 55 000"
706709;"DEPT OF YOUTH & COMM DEV SRVS";"External";2;"COMMUNITY COORDINATOR";"Finace, Accounting, and Procurement";"Full-Time";"Experienced (non-manager)";"123 William Street, NY, NY";"5/9/2025";"$ 85 000 -$ 100 000"
703333;"DEPT OF HEALTH/MENTAL HYGIENE";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"1826 Arthur Ave., Bronx";"2/19/2025";"$ 65 000 - $ 75 000"
685543;"DEPARTMENT OF CORRECTION";"Internal";3;"PSYCHOLOGIST";"Health";"Part Time";"Experienced (non-manager)";"59-17 Junction Blvd Corona Ny";"10/22/2024";"Less than $ 30 000"
708326;"DEPT OF HEALTH/MENTAL HYGIENE";"Internal";1;"COMMUNITY ASSOCIATE";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"NYC - All Boroughs";"3/21/2025";"$ 45 000 - $ 55 000"
702534;"DEPARTMENT OF TRANSPORTATION";"Internal";1;"CIVIL ENGINEER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"55 Water St Ny Ny";"3/4/2025";"$ 120 000 - $ 140 000"
703824;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"CHEMICAL ENGINEERING INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Entry-Level";"199 River Road North";"3/18/2025";"$ 65 000 - $ 75 000"
612232;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ADMINISTRATIVE STAFF ANALYST (";"Administration & Human Resources";"Full-Time";"Manager";"4 World Trade Center";"10/19/2023";"$ 85 000 -$ 100 000"
713302;"DEPT OF PARKS & RECREATION";"External";1;"COMMUNITY COORDINATOR";"Constituent Services and Community Programs";"Full-Time";"Experienced (non-manager)";"105 St & 5 Ave";"5/16/2025";"$ 85 000 -$ 100 000"
704466;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"ADM ENGINEER (NON MGRL)";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"465 Columbus Ave. Valhalla, Ny";"3/13/2025";"More than $ 140 000"
703212;"DEPT OF ENVIRONMENT PROTECTION";"External";1;"SUMMER COLLEGE INTERN";"Engineering, Architecture, and Planning";"Full-Time";"Student";"96-05 Horace Harding Expway";"2/18/2025";"$ 35 000 - $ 45 000"
710048;"NYC HOUSING AUTHORITY";"External";1;"ASSISTANT ARCHITECT";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"Engineering Svcs & Oversight";"4/28/2025";"$ 85 000 -$ 100 000"
714075;"OFFICE OF THE COMPTROLLER";"External";1;"DIRECTOR OF AUDITS";"Finace, Accounting, and Procurement";"Full-Time";"Manager";"1 Centre St., N.Y.";"5/8/2025";"$ 120 000 - $ 140 000"
545812;"DEPT OF ENVIRONMENT PROTECTION";"External";5;"ASSISTANT ENVIRONMENTAL ENGINE";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"96-05 Horace Harding Expway";"8/22/2022";"$ 85 000 -$ 100 000"
714347;"HRA/DEPT OF SOCIAL SERVICES";"External";1;"ASSOCIATE BENEFITS OPPORTUNITY";"Administration & Human Resources";"Full-Time";"Experienced (non-manager)";"109 E 16Th St., N.Y.";"5/22/2025";"$ 75 000 - $ 85 000"
692444;"DEPT OF DESIGN & CONSTRUCTION";"Internal";1;"INVESTIGATOR (EMPLOYEE DISCIPL";"Legal Affairs";"Full-Time";"Experienced (non-manager)";"30-30 Thomson Ave L I City Qns";"1/2/2025";"$ 45 000 - $ 55 000"
709627;"FINANCIAL INFO SVCS AGENCY";"Internal";1;"IT SERVICE MANAGEMENT SPECIALI";"Technology, Data & Innovation";"Full-Time";"Experienced (non-manager)";"5 Manhattan West";"4/2/2025";"$ 75 000 - $ 85 000"
604583;"DEPT OF ENVIRONMENT PROTECTION";"Internal";1;"ASSOCIATE PROJECT MANAGER";"Engineering, Architecture, and Planning";"Full-Time";"Experienced (non-manager)";"465 Columbus Ave. Valhalla, Ny";"10/6/2023";"$ 100 000 - $ 120 000"
